Fecha,Global_Confirmados,Global_Muertes,Europa_Confirmados,Europa_Muertes,America_Confirmados,America_Muertes,Pacifico_Oeste_Confirmados,Pacifico_Oeste_Muertes,Mediterraneo_Este_Confirmados,Mediterraneo_Este_Muertes,Asia_SurEste_Confirmados,Asia_SurEste_Muertes,Africa_Confirmados,Africa_Muertes
Abril 12,1696589,105952,880106,74237,573940,21531,120116,4058,95945,4943,16041,728,9728,444
